Name,Smiles,Active_Probability,Predicted_Class,InDomain
0.46908078,COc1ccc(C(=O)N[C@@H]2CO[C@H]3[C@@H]2OC[C@H]3O)cc1Oc1ccc(CN)cc1F,0.382,Inactive,Out-of-Domain
0.95426995,Cn1c(CO)nnc1[C@H]1C[C@@H](NC(=O)c2ccc3nc(CO)[nH]c3c2)C1,0.3811,Inactive,In-Domain
0.98886526,Oc1ccc([C@H]2Oc3c(Cc4ccccc4)c(O)cc(O)c3C[C@@H]2O)cc1O,0.3783,Inactive,In-Domain
0.29479292,Cc1nc2c(C(=O)Nc3ccc([N@@H+]4CCC[C@@H](O)C4)cc3)snc2c(=O)[nH]1,0.3756,Inactive,Out-of-Domain
0.6014625,COC(=O)c1c(C)c2c(c(C)c1O)OC(=O)c1c(C)c(Cl)c([O-])c(Cl)c1O2,0.3739,Inactive,Out-of-Domain
0.9512681,Cc1c(CC(=O)[O-])c(=O)oc2cc(OCc3ccc(C(=O)[O-])cc3)ccc12,0.3727,Inactive,In-Domain
0.9246333,O=C(/C=C/c1ccc([O-])c(O)c1)NCCc1ccc(O)c(O)c1,0.3723,Inactive,In-Domain
0.50231946,O=Cc1ccc(-c2cc(-c3ccc(C=O)c(O)c3)cc(-c3ccc(C=O)c(O)c3)c2)cc1O,0.369,Inactive,In-Domain
0.019186378,O=C1CS/C(=N\c2ccc(O)cc2)N1c1ccc(O)cc1,0.3665,Inactive,In-Domain
0.9875029,COc1c(-c2cc(O)c(O)c(CC=C(C)C)c2)oc2cc([O-])cc(O)c2c1=O,0.3626,Inactive,In-Domain
0.9752764,O=C([O-])COc1ccccc1[C@H]1CC(=O)Oc2cc([O-])c3c(=O)cc(-c4ccc(O)cc4)oc3c21,0.3599,Inactive,In-Domain
0.75580424,O=C([O-])C[C@@H](C(=O)[O-])c1ccc(OCCCCOc2ccc([C@@H](CC(=O)[O-])C(=O)[O-])cc2)cc1,0.3582,Inactive,Out-of-Domain
0.9754675,COc1cc(-c2[nH]c(-c3ccc(O)cc3)nc2-c2oc(C)cc(=O)c2[O-])ccc1O,0.3565,Inactive,In-Domain
0.17057136,COc1ccc(C(=O)/C=C/c2ccc(O)cc2)c(O)c1CC=C(C)C,0.3549,Inactive,In-Domain
0.93968767,O=C([O-])CCCNC(=S)Nc1ccc2c(c1)C(=O)O[C@]21c2ccc([O-])cc2Oc2cc(O)ccc21,0.3542,Inactive,Out-of-Domain
0.93637466,CC/C(=C(/CC)c1ccc(OP(=O)([O-])[O-])cc1)c1ccc(OP(=O)([O-])[O-])cc1,0.3515,Inactive,Out-of-Domain
0.98969436,O=C(/C=C/c1ccc([O-])c(O)c1)NCCc1ccc(O)cc1,0.3502,Inactive,In-Domain
0.9990245,CC(C)=CCc1c(O)cc(/C=C/c2ccc(O)cc2O)cc1O,0.3484,Inactive,In-Domain
0.50914514,O=C([O-])/C=C/c1ccc(O[C@@H](C(=O)[O-])[C@H](O)c2ccc(O)c(O)c2)c(O)c1,0.3483,Inactive,Out-of-Domain
0.90918195,Cc1cc(O)cc([O-])c1C(=O)Oc1cc(C)c(C(=O)Oc2cc(C)c(C(=O)[O-])c(O)c2)c([O-])c1,0.3472,Inactive,In-Domain
0.8960151,COc1cc(-c2nc(-c3cn(CC(=O)[O-])c4ncccc34)[nH]c2-c2oc(C)cc(=O)c2O)ccc1O,0.3449,Inactive,Out-of-Domain
0.27913898,COc1cc(-c2[nH]c(-c3cn(CC(=O)[O-])c4ccccc34)nc2-c2oc(C)cc(=O)c2O)ccc1O,0.3423,Inactive,In-Domain
0.18116958,O=Cc1ccc(-c2cc(-c3ccc(C=O)c(O)c3)cc(-c3ccc(C=O)c(O)c3)c2)cc1[O-],0.3401,Inactive,In-Domain
0.9926386,O=S(=O)([O-])Oc1cc(O)cc(/C=C/c2ccc(O)cc2)c1,0.3392,Inactive,In-Domain
0.9997453,COc1cc(-c2nc(-c3ccc(O)cc3OC)[nH]c2-c2oc(C)cc(=O)c2O)ccc1O,0.338,Inactive,In-Domain
0.0043606013,CC(C)(C)c1cc(-c2csc(C[NH3+])n2)cc(C(C)(C)C)c1O,0.3369,Inactive,Out-of-Domain
0.8944162,O=C([O-])/C=C/c1ccc(O[C@@H](C(=O)[O-])[C@H](O)c2ccc(O)c(O)c2)c(O)c1,0.336,Inactive,Out-of-Domain
0.8545368,O=C1C[C@H](c2ccc3nccnc3c2)c2c(cc([O-])c3c(=O)cc(-c4ccc(O)cc4)oc23)O1,0.3353,Inactive,In-Domain
0.38372776,O=C1N=C(Nc2ccc(O)cc2)S/C1=C\c1ccc(O)cc1,0.3329,Inactive,In-Domain
0.9236246,COc1cc(-c2[nH]c(-c3cn(CC(=O)[O-])c4ncccc34)[nH+]c2-c2oc(C)cc(=O)c2O)ccc1O,0.3323,Inactive,Out-of-Domain
0.9325823,O=C([O-])CS(=O)(=O)c1ccc(-c2ccc(S(=O)(=O)CC(=O)[O-])cc2)cc1,0.3302,Inactive,Out-of-Domain
0.5343698,COc1cc(-c2[nH]c(-c3cn(CC(=O)[O-])c4ncccc34)nc2-c2oc(C)cc(=O)c2O)ccc1O,0.3293,Inactive,Out-of-Domain
0.9577529,COc1cc(-c2nc(-c3ccc(O)cc3)[nH]c2-c2oc(C)cc(=O)c2O)ccc1O,0.324,Inactive,In-Domain
0.3452451,O=C1N=C(Nc2ccc(O)cc2)S/C1=C\c1ccc([O-])cc1,0.323,Inactive,In-Domain
0.24828692,Oc1ccc(/N=N/c2cc(O)cc(O)c2)cc1,0.3227,Inactive,In-Domain
0.8977073,COc1cc(-c2nc(-c3ccc(O)c(O)c3)[nH]c2-c2oc(C)cc(=O)c2O)ccc1O,0.3207,Inactive,In-Domain
0.99587363,Cc1cccc(N2CC[NH+](Cc3ccc(O)cc3)CC2)c1C,0.3201,Inactive,In-Domain
0.67479897,O=C1C[C@H](c2cccc3cccnc23)c2c(cc(O)c3c(=O)cc(-c4ccc(O)c(O)c4)oc23)O1,0.3182,Inactive,In-Domain
0.9614141,O=C(CCc1ccc(O)c(O)c1)C[C@@H](O)CCc1ccc(O)c(O)c1,0.3178,Inactive,In-Domain
0.9989416,CC(C)=CCc1c(O)ccc(C(=O)/C=C/c2ccc(O)cc2O)c1[O-],0.3162,Inactive,In-Domain
0.82561016,Cc1c(CC(=O)N[C@H](Cc2c[nH]c3ccc(O)cc23)C(=O)[O-])c(=O)oc2cc(O)ccc12,0.3155,Inactive,In-Domain
0.99142563,Cc1nc([O-])c2nsc(C(=O)Nc3ccc([N@H+]4CCC[C@@H](O)C4)cc3)c2n1,0.3154,Inactive,Out-of-Domain
0.11227691,COc1c(O)cc2oc(-c3c(Cl)cc(O)cc3Cl)cc(=O)c2c1O,0.3135,Inactive,In-Domain
0.9885239,COc1cc(-c2[nH]c(-c3ccc(O)cc3OC)nc2-c2oc(C)cc(=O)c2O)ccc1O,0.3024,Inactive,In-Domain
0.97763515,CC1(C)C=Cc2c(cc(O)c3c(=O)c(O)c(-c4ccc(O)cc4)oc23)O1,0.3004,Inactive,In-Domain
0.36499196,O=C([O-])c1ccc(-c2cnc(-c3ccc(O)cc3)s2)cc1,0.2997,Inactive,In-Domain
0.9842672,O=c1c2c(O)cc(O)cc2oc2ccc(O)c([O-])c12,0.2959,Inactive,In-Domain
0.8311662,CC(=O)CC(=O)C[C@]1(O)Cc2c(c([O-])c3c(O)cc(O)cc3c2CC=C(C)C)C(=O)[C@H]1O,0.2953,Inactive,In-Domain
0.76687783,[NH3+]CCc1ccc(Oc2ccc(F)c(C(=O)N[C@H]3C[C@H]4C[NH2+]C[C@H]4C[C@@H]3O)c2)cc1,0.2953,Inactive,Out-of-Domain
0.58796346,C[C@H](O)c1nc2cc(NC(=O)c3cn([C@H]4CC[C@@H]([NH3+])CC4)nn3)ccc2[nH]1,0.2934,Inactive,Out-of-Domain
0.94826156,COc1c(-c2ccc(O)cc2)oc2cc(O)c(CC=C(C)C)c(O)c2c1=O,0.2932,Inactive,In-Domain
0.01832013,CC1(C)C=Cc2c(O)ccc([C@H]3CC(=O)c4c(O)cc(O)cc4O3)c2O1,0.2927,Inactive,In-Domain
0.86113113,CC1(C)C=Cc2c(O)ccc([C@@H]3CC(=O)c4c(O)cc(O)cc4O3)c2O1,0.2927,Inactive,In-Domain
0.92308086,COc1ccc2c(c1)c1c3n2CCN[C@@H]3CCC1,0.2918,Inactive,Out-of-Domain
0.98131496,O=C(c1cccc([C@H]2CCC[NH2+]C2)c1)N1CCN(CCOCCO)CC1,0.2917,Inactive,In-Domain
0.9994593,O=c1c2c(O)cc(O)cc2oc2ccc(O)c(O)c12,0.2908,Inactive,In-Domain
0.98206216,COc1cc(-c2[nH]c(-c3ccc(O)cc3)nc2-c2oc(C)cc(=O)c2O)ccc1O,0.2905,Inactive,In-Domain
0.19672336,Oc1ccc(/N=N/c2cc(O)cc(O)c2)cc1,0.2904,Inactive,In-Domain
0.99951327,Oc1ccc(/C=C/c2cc(O)cc3c2[C@@H](c2cc(O)cc(O)c2)[C@H](c2ccc(O)cc2)O3)cc1,0.2892,Inactive,In-Domain
0.9628866,COc1c(-c2cc(O)c(O)c(CC=C(C)C)c2)oc2c(CC=C(C)C)c(O)cc(O)c2c1=O,0.2877,Inactive,In-Domain
0.997806,O=C(CCc1c(O)cc(O)cc1O)c1ccc(O)cc1,0.2869,Inactive,In-Domain
0.9812337,CC(C)=CCc1c(O)c(CC=C(C)C)c2c(c1O)C(=O)C[C@H](c1ccc(O)cc1O)O2,0.2862,Inactive,In-Domain
0.8769791,[NH3+]CCc1ccc(C(=O)N[C@@H]2C[C@H]3CO[C@@H](CCO)C[N@@H+]3C2)cc1,0.2849,Inactive,Out-of-Domain
0.974263,CC(C)=CCc1cc([C@@H]2CC(=O)c3c(O)cc([O-])cc3O2)c(CC=C(C)C)c(O)c1O,0.2847,Inactive,In-Domain
0.39473474,C[C@@]12CC[C@H]3c4ccc(O)cc4CC[C@H]3[C@H]1CC/C2=N/OCC(=O)[O-],0.284,Inactive,In-Domain
0.9673216,Cc1nc([O-])c2nsc(C(=O)Nc3ccc([N@@H+]4CCC[C@@H](O)C4)cc3)c2n1,0.2833,Inactive,Out-of-Domain
0.9901299,COC(=O)C1=C(N)n2c(s/c(=C/c3ccc(O)cc3)c2=O)=C(C(=O)OC)[C@@H]1c1ccc(O)cc1,0.2803,Inactive,In-Domain
0.956393,O=C([O-])COc1ccccc1[C@H]1CC(=O)Oc2cc(O)c3c(=O)cc(-c4ccc(O)cc4)oc3c21,0.28,Inactive,In-Domain
0.19236544,Cc1cc(O)c2c(c1)Cc1cc(O)cc(O)c1OC2=O,0.2793,Inactive,In-Domain
0.75125706,Cc1cccc(N2CCN(Cc3ccc(O)cc3)CC2)c1C,0.2787,Inactive,In-Domain
0.4120843,[O-]c1cc(Br)c2oc(-c3ccc([O-])c(F)c3)nc2c1,0.2786,Inactive,In-Domain
0.97581255,C=C(C)[C@H](CC=C(C)C)Cc1c(O)cc(O)c2c1O[C@H](c1ccc(O)cc1O)[C@@H](O)C2=O,0.2779,Inactive,In-Domain
0.7347418,C/C=C(/C)c1c(Cl)c([O-])c(C)c2c1Oc1c(Cl)c([O-])c(Cl)c(C)c1C(=O)O2,0.2763,Inactive,Out-of-Domain
0.9872219,CC(C)=CCc1c(O)cc2oc(-c3ccc(O)c(O)c3)cc(=O)c2c1O,0.2761,Inactive,In-Domain
0.9946037,COc1cc2c(c(O)c1C)CC[C@H](c1ccc(O)cc1)O2,0.2761,Inactive,In-Domain
0.6922576,O=C1C[C@H](c2cccc3cccnc23)c2c(cc(O)c3c(=O)c([O-])c(-c4ccc(O)c(O)c4)oc23)O1,0.2746,Inactive,Out-of-Domain
0.12523253,[O-]c1cc2c(cc1O)[C@H]1c3ccc(O)cc3CC[C@@H]1C2,0.2746,Inactive,In-Domain
0.75123227,CC/C(=C(/CC)c1ccc(O[P@](=O)([O-])O)cc1)c1ccc(OP(=O)([O-])[O-])cc1,0.2737,Inactive,Out-of-Domain
0.9558361,C[C@](O)(CCCO)CNC(=O)c1cc(-c2ccc(O)cc2)n[nH]1,0.2721,Inactive,In-Domain
0.4022751,O=C(CCc1c([O-])cc(O)cc1O)c1ccc(O)cc1,0.271,Inactive,In-Domain
0.9957307,C[C@](O)(CCCO)CNC(=O)c1cc(-c2ccc(O)cc2)[nH]n1,0.27,Inactive,In-Domain
0.9967699,C[C@@H](O)c1nc2cc(NC(=O)c3cn([C@H]4CC[C@H]([NH3+])CC4)nn3)ccc2[nH]1,0.2689,Inactive,Out-of-Domain
0.22204924,Cc1nc(Nc2ccc(O)cc2)nc(Nc2ccc(O)cc2)c1[N+](=O)[O-],0.2676,Inactive,Out-of-Domain
0.9848018,C[C@@H](O)c1nc2cc(NC(=O)c3cn([C@H]4CC[C@@H]([NH3+])CC4)nn3)ccc2[nH]1,0.2665,Inactive,Out-of-Domain
0.87797457,CC(=O)c1c(O)cc(O)cc1C[C@@H]1Cc2cc(O)cc(O)c2C(=O)O1,0.2651,Inactive,In-Domain
0.99792373,O=S(=O)([O-])Oc1cc(O)cc(/C=C/c2ccc(O)cc2)c1,0.2647,Inactive,In-Domain
0.9775802,O=C1/C(=C/c2ccc(O)cc2)S/C(=N\c2ccc(O)cc2)N1c1ccc(O)cc1,0.2644,Inactive,In-Domain
0.89186317,O=C1C[C@H](c2ccc(O)cc2)Oc2cc([O-])c(/C=C/c3ccccc3)c(O)c21,0.264,Inactive,In-Domain
0.03833063,COc1c(O)c(CC=C(C)C)cc2c1Oc1cc([O-])c(CC=C(C)C)c(O)c1C(=O)O2,0.2625,Inactive,Out-of-Domain
0.88973135,COc1ccc(C(=O)/C=C/c2ccc(O)cc2)c([O-])c1CC=C(C)C,0.2607,Inactive,In-Domain
0.85573894,CC(C)=CCC/C(C)=C/Cc1c(O)cc2c(c1O)C(=O)[C@H](O)[C@@H](c1ccc(O)c(O)c1)O2,0.2595,Inactive,In-Domain
0.7248889,Cc1cc(C[N@@H+]2CCC[C@@H](c3cc(=O)[nH]c(N4CCOCC4)n3)C2)cc(C)c1O,0.2588,Inactive,Out-of-Domain
0.99061006,CC(C)=CCc1cc([C@H]2Oc3cc(O)cc(O)c3C(=O)[C@@H]2O)cc(CC=C(C)C)c1O,0.2581,Inactive,In-Domain
0.9052665,Cc1cc([C@@H]2CCC[NH2+]C2)oc(=O)c1C(=O)NCC[N@H+]1CC[C@H](CO)CC1,0.2577,Inactive,Out-of-Domain
0.25130364,Cc1c(CCC(=O)Nc2cccc(-c3ccc(CO)o3)c2)c(=O)oc2cc([O-])ccc12,0.2571,Inactive,In-Domain
0.98070645,COc1cc(-c2cc(=O)c3c(O)c(CC=C(C)C)c([O-])cc3o2)ccc1O,0.2559,Inactive,In-Domain
0.034025002,Cc1cc([C@H]2CCC[NH2+]C2)oc(=O)c1C(=O)NCC[N@H+]1CC[C@H](CO)CC1,0.2551,Inactive,Out-of-Domain
0.99905866,O=C([O-])c1cc2cc(O)c(O)cc2c(C(=O)c2ccc(O)c(O)c2)n1,0.2529,Inactive,Out-of-Domain
0.8997116,O=C1C[C@H](c2ccc(O)cc2)Oc2cc(O)c(/C=C/c3ccccc3)c(O)c21,0.2515,Inactive,In-Domain
0.99855644,O=C(NCCOCCO)c1ccc(-c2ccc(O)c(CO)c2)cc1,0.2498,Inactive,In-Domain
0.2215073,O=S(=O)([O-])c1ccc(/N=N/c2ccc(O)cc2F)cc1,0.247,Inactive,In-Domain
0.8814005,COc1cc(O)cc(-c2cc3cc(O)c(OC)cc3o2)c1,0.2467,Inactive,In-Domain
0.025708016,Cn1c(CO)nnc1[C@H]1C[C@H](NC(=O)c2ccc3nc(CO)[nH]c3c2)C1,0.2466,Inactive,In-Domain
0.992447,Cn1c(CO)nnc1[C@H]1C[C@@H](Nc2nccc(N3CCC(O)CC3)n2)C1,0.2458,Inactive,Out-of-Domain
0.86659586,COc1cc(-c2[nH]c(-c3cn(CC(=O)[O-])c4ccccc34)[nH+]c2-c2oc(C)cc(=O)c2O)ccc1O,0.2455,Inactive,Out-of-Domain
0.13596913,Cc1cc(C[N@H+]2CCC[C@H](c3cc(=O)[nH]c(N4CCOCC4)n3)C2)cc(C)c1O,0.2453,Inactive,Out-of-Domain
0.47587353,O=C([O-])CCNC(=O)/C(=C/c1ccc(O)cc1)NC(=O)c1ccccc1,0.2434,Inactive,In-Domain
0.13743208,COc1cc(C[C@H](CO)[C@@H](CO)Cc2ccc(O)c(OC)c2)ccc1O,0.2431,Inactive,In-Domain
0.998963,O=C([O-])[C@H]1CC[C@H](c2ccc(O)cc2)CC1,0.2391,Inactive,In-Domain
0.99849284,O=c1oc2c(O)c([O-])ccc2c2c(O)c(O)c(O)cc12,0.2387,Inactive,In-Domain
0.982405,Cc1cc(C[N@H+]2CCC[C@@H](c3cc(=O)nc(N4CCOCC4)[nH]3)C2)cc(C)c1O,0.2378,Inactive,Out-of-Domain
0.99287343,Cc1cc(O)c(O)c2oc(=O)c3c(O)cc(O)cc3c12,0.2369,Inactive,In-Domain
0.9432484,C=C(C)[C@H](CC=C(C)C)Cc1c(O)cc(O)c2c1O[C@H](c1ccc(O)cc1O)[C@@H](O)C2=O,0.2361,Inactive,In-Domain
0.9496573,O=C([O-])COc1ccccc1[C@H]1CC(=O)Oc2cc([O-])c3c(=O)cc(-c4ccc(O)c(O)c4)oc3c21,0.2351,Inactive,Out-of-Domain
0.08870418,COc1cc(CC[C@H](C[C@H](O)CCc2cc(O)c(O)c(OC)c2)OC(C)=O)ccc1O,0.2344,Inactive,In-Domain
0.92860806,COc1cc(-c2[nH]c(-c3cn(CC(=O)[O-])c4ncccc34)nc2-c2oc(C)cc(=O)c2[O-])ccc1O,0.2336,Inactive,Out-of-Domain
0.98791015,C[C@H]([C@H](O)c1ccc(O)cc1)[N@H+]1CC[C@H](Cc2ccccc2)CC1,0.2312,Inactive,In-Domain
0.98723197,O=C(C[C@H]1CC[C@@H](CNC(=O)c2ccc(O)cc2F)[N@@H+]1CC1CC1)NCCO,0.2309,Inactive,Out-of-Domain
0.9963942,Cn1c(CO)nnc1[C@H]1CC[N@H+](Cc2nnc([C@H]3C[C@H]([NH3+])C3)n2C)CC1,0.23,Inactive,Out-of-Domain
0.31447247,O=C1C[C@H](c2ccc(O)c(O)c2)Oc2cc([O-])c(O)c(O)c21,0.2291,Inactive,In-Domain
0.6900466,[H]/N=C1/NC(=O)/C(=C\c2ccc([O-])c(O)c2)S1,0.2285,Inactive,Out-of-Domain
0.7573081,COC(=O)C[C@H](c1ccc(C(=O)[O-])cc1)c1c(O)ccc2c(=O)c(-c3ccc(O)cc3)coc12,0.2277,Inactive,In-Domain
0.7534802,CC(C)=CCOc1cc(O)c2c(c1)O[C@H](c1ccc(O)cc1)[C@@H](O)C2=O,0.2264,Inactive,In-Domain
0.981611,O=C([O-])/C=C/c1ccc(O)c(O)c1/C=C/c1ccc(O)c(O)c1,0.2254,Inactive,Out-of-Domain
0.90255,O=C([O-])COc1ccccc1[C@H]1CC(=O)Oc2cc(O)c3c(=O)cc(-c4ccc(O)c(O)c4)oc3c21,0.2251,Inactive,Out-of-Domain
0.9992488,COc1c(-c2cc(O)c(O)c(CC=C(C)C)c2)oc2c(CC=C(C)C)c([O-])cc(O)c2c1=O,0.2243,Inactive,In-Domain
0.962889,CCN(C[C@H](O)c1cccc(O)c1)C(=O)c1cc(-c2ccc(O)cc2)[nH]n1,0.2205,Inactive,In-Domain
0.31881076,CC(=O)CC(=O)C[C@]1(O)Cc2c(c(O)c3c([O-])cc(O)cc3c2CC=C(C)C)C(=O)[C@H]1O,0.2201,Inactive,Out-of-Domain
0.96424526,COc1cc(C)ccc1OCC[N@@H+]1CC[C@H](O)[C@](CO)(Cc2ccccc2)C1,0.2195,Inactive,Out-of-Domain
0.9930703,Cc1cc(C[N@@H+]2CCC[C@H](c3cc(=O)[nH]c(N4CCOCC4)n3)C2)cc(C)c1O,0.218,Inactive,Out-of-Domain
0.22577874,Cc1cc(C[N@H+]2CCC[C@@H](c3cc(=O)[nH]c(N4CCOCC4)n3)C2)cc(C)c1O,0.218,Inactive,Out-of-Domain
0.98791516,COc1cc([C@H]2c3c(cc(OC)c(O)c3OC)C[C@@H](CO)[C@@H]2CO)ccc1O,0.2173,Inactive,In-Domain
0.95893556,O=C(/C=C/c1cccc(O)c1O)c1ccc(O)cc1[O-],0.2166,Inactive,In-Domain
0.6637062,CC(C)(C)c1cc(-c2csc(CN)n2)cc(C(C)(C)C)c1O,0.2162,Inactive,Out-of-Domain
0.25117996,C=C(C)[C@H](CC=C(C)C)Cc1c(O)cc(O)c2c1O[C@H](c1ccc(O)cc1O)[C@@H](O)C2=O,0.2157,Inactive,In-Domain
0.585604,Oc1cccc(-c2nc(-c3cccc(O)c3)nc(-c3cccc(O)c3)n2)c1,0.2145,Inactive,In-Domain
0.94054586,Cc1c(O)cc2c(c1O)C(=O)[C@H]([O-])[C@@H](c1cc(O)c(O)c(O)c1)O2,0.2143,Inactive,In-Domain
0.5087079,CC(=O)CC(=O)C[C@]1(O)Cc2c(c(O)c3c([O-])cc(O)cc3c2CC=C(C)C)C(=O)[C@H]1O,0.2138,Inactive,Out-of-Domain
0.94222295,[O-]c1ccc2c(c1)CC[C@@H]1Cc3cc(O)c(O)cc3[C@@H]21,0.2128,Inactive,In-Domain
0.27360597,O=C(/C=C/c1ccc(O)cc1)c1ccc(O)c(O)c1[O-],0.2127,Inactive,In-Domain
0.9758183,O=C1c2ccc(O)cc2O[C@H](c2cc(O)c(O)c(O)c2)[C@H]1[O-],0.2125,Inactive,In-Domain
0.985885,Cc1cc(C[N@@H+]2CCC[C@@H](c3cc(=O)[nH]c(N4CCOCC4)n3)C2)cc(C)c1O,0.212,Inactive,Out-of-Domain
0.98664993,Cc1nc(=O)c2nsc(C(=O)Nc3ccc([N@@H+]4CCC[C@@H](O)C4)cc3)c2[nH]1,0.2118,Inactive,Out-of-Domain
0.85767037,COc1cc(CNC(=O)c2cccc(-c3ccc(O)cc3)c2)ccc1O,0.2111,Inactive,In-Domain
0.9949012,COc1cc(C[N@H+]2CCC[C@@H](c3cc(=O)nc(N4CCCCC4)[nH]3)C2)cc(OC)c1O,0.2111,Inactive,Out-of-Domain
0.9400592,CC(C)=CCc1cc(-c2oc3cc([O-])cc(O)c3c(=O)c2O)cc(O)c1O,0.2106,Inactive,In-Domain
0.11759006,O=C(N/N=C/c1ccc(O)c(O)c1)c1ccc(O)cc1,0.2104,Inactive,In-Domain
0.4257709,O=C([O-])c1ccc(/C=N/NC(=O)c2ccc([O-])cc2)cc1,0.2101,Inactive,Out-of-Domain
0.006082689,COc1c(-c2cc(O)c(O)c(CC=C(C)C)c2)oc2cc(O)cc(O)c2c1=O,0.2096,Inactive,In-Domain
0.966556,COc1ccc([C@@H](CC(=O)NCC(=O)[O-])NC(=O)Cc2c(C)c3ccc([O-])cc3oc2=O)cc1OC,0.2095,Inactive,In-Domain
0.025858859,CC(C)=CCc1cc([C@H]2Oc3cc(O)cc(O)c3C(=O)[C@@H]2O)cc(CC=C(C)C)c1O,0.2086,Inactive,In-Domain
0.73727244,O=S(=O)([O-])c1ccc(/N=N/c2ccc([O-])cc2F)cc1,0.2071,Inactive,Out-of-Domain
0.9740597,O=C(C[C@H]1CC[C@@H](CNC(=O)c2ccc(O)cc2F)[N@H+]1CC1CC1)NCCO,0.2054,Inactive,Out-of-Domain
0.37700498,CCCCC[C@H](O)C[C@@H](O)CCc1ccc(O)c(OC)c1,0.2048,Inactive,In-Domain
0.62335205,COc1cc(-c2cc(=O)c3c(O)c(OC)c(O)cc3o2)cc(F)c1O,0.2034,Inactive,In-Domain
0.32346264,O=C(/C=C/c1ccc([O-])c(O)c1)NC[C@H](O)c1ccc(O)cc1,0.203,Inactive,In-Domain
0.25970766,C=C(C)[C@H](CC=C(C)C)Cc1c(O)cc(O)c2c1O[C@H](c1ccc(O)cc1O)[C@@H]([O-])C2=O,0.2024,Inactive,In-Domain
0.9965072,COc1cc(C[N@@H+]2CCC[C@@H](c3cc([O-])nc(N4CCOCC4)n3)C2)cc(OC)c1O,0.2023,Inactive,Out-of-Domain
0.9033341,O=C([O-])c1ccc(OCOc2ccc(C(=O)[O-])c(C(=O)O)c2)cc1C(=O)[O-],0.2022,Inactive,In-Domain
0.017697172,CN(C[C@H]1CC[N@H+](CCO)CC1)C(=O)c1cccc([C@H]2CCC[NH2+]C2)c1,0.2021,Inactive,Out-of-Domain
0.99876803,O=C(Nc1nc(-c2ccc(O)c(O)c2)c(-c2ccccc2)s1)c1ccc([O-])c(O)c1,0.2009,Inactive,In-Domain
0.29028448,COc1cc(C[N@H+]2CCC[C@@H](c3cc(=O)nc(N4CCOCC4)[nH]3)C2)cc(OC)c1O,0.2001,Inactive,Out-of-Domain
0.84116906,COc1cc(-c2cc(-c3cc(Br)c([O-])c(OC)c3)nn2CCO)ccc1O,0.2,Inactive,In-Domain
0.9138843,COc1ccc(C(=O)N2CC[NH+](CCO)CC2)cc1Oc1ccc(CN)cc1F,0.1999,Inactive,Out-of-Domain
0.9852485,O=c1oc2c([O-])c(O)ccc2c2c(O)c(O)c(O)cc12,0.199,Inactive,In-Domain
0.71103644,[NH3+]CCc1ccc(C(=O)N[C@@H]2C[C@H]3CO[C@@H](CCO)CN3C2)cc1,0.1981,Inactive,Out-of-Domain
